status	maker	name	type	licence_state	licence_note	schematic_url	schematic_checked	repo_url	instructions_url	store_url
MISSING, vendor absent - no schematic published	Synthrotek	DS-M Drum Synth	Analog drum voice / mono synth	Proprietary	No licence published		no schematic link in the assembly instructions or the site schematic menu (2026-09-26)		https://www.synthrotek.com/kit-assembly-instructions/modular-circuit-assembly-instructions/ds-m-assembly-instructions/	https://www.synthrotek.com/products/modular-circuits/ds-m-drum-synth-module/
MISSING, vendor absent - no schematic published	Synthrotek	MST 4-Channel Mixer	4-channel audio/CV mixer	Proprietary	No licence published		no schematic link in the assembly instructions or the site schematic menu (2026-09-26)		https://www.synthrotek.com/kit-assembly-instructions/mst-eurorack-modular-assembly-instructions/mst-audio-cv-mutable-mixer-instructions/	https://www.synthrotek.com/products/mst-eurorack-modules/mst-4-channel-audio-cv-mixer/
MISSING, vendor absent - no schematic published	Synthrotek	MST Dual 2164 VCA	Precision dual VCA	Proprietary	No licence published		no schematic link in the assembly instructions or the site schematic menu (2026-09-26)		https://www.synthrotek.com/kit-assembly-instructions/mst-eurorack-modular-assembly-instructions/mst-dual-2164-vca-instructions/	https://www.synthrotek.com/products/mst-eurorack-modules/mst-dual-2164-vca/
MISSING, vendor absent - no schematic published	Synthrotek	MST VC Low Pass Filter	2/4-pole VCF	Proprietary	No licence published		no schematic link in the assembly instructions or the site schematic menu (2026-09-26)		https://www.synthrotek.com/kit-assembly-instructions/mst-eurorack-modular-assembly-instructions/mst-vc-low-pass-filter-instructions/	https://www.synthrotek.com/products/mst-eurorack-modules/mst-vc-low-pass-filter/
MISSING, vendor absent - no schematic published	Synthrotek	MST VCO	Analog VCO (Mattson)	Proprietary	No licence published		no schematic link in the assembly instructions or the site schematic menu (2026-09-26)		https://www.synthrotek.com/kit-assembly-instructions/mst-eurorack-modular-assembly-instructions/mst-vco-assembly-instructions/	https://www.synthrotek.com/products/mst-eurorack-modules/mst-voltage-controlled-oscillator/
MISSING, vendor absent - schematic published	Synthrotek	Sequence 8	8-step sequencer	Proprietary	No licence published	http://www.synthrotek.com/wp-content/uploads/2014/04/Sequence_8_Schematic.pdf	schematic PDF linked from the assembly instructions (2026-09-26)		https://www.synthrotek.com/kit-assembly-instructions/modular-circuit-assembly-instructions/sequence-8-assembly-instructions/	https://www.synthrotek.com/products/modular-circuits/sequence-8/
MISSING, vendor absent - no schematic published	Synthrotek	VCO	CEM3340 analog VCO	Proprietary	No licence published		no schematic link in the assembly instructions or the site schematic menu (2026-09-26)		https://www.synthrotek.com/kit-assembly-instructions/modular-circuit-assembly-instructions/vco-assembly-instructions/	https://www.synthrotek.com/products/modular-circuits/vco/
MISSING, vendor absent - no schematic published	WGD Modular	absinthe	Introducing absinthe: a DIY Eurorack module that brings the vintage charm of tubes to your modular setup	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/absinthe/	
MISSING, vendor absent - no schematic published	WGD Modular	aligot	Inspired by the idea of macro controllers - aligot contains four channels off attenuverting and offset with a	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/aligot/	
MISSING, vendor absent - no schematic published	WGD Modular	apple pie	A dual generative sequencer inspired by the famous turing machine	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/apple-pie/	
MISSING, vendor absent - no schematic published	WGD Modular	aranciata	Aranciata 🍊 , Stereo Mixer (8HP)	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/aranciata/	
MISSING, vendor absent - no schematic published	WGD Modular	bagels	A dual voltage source and attenuater inspired by the mtm control and motion mtr by molten and befaco	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/bagels/	
MISSING, vendor absent - no schematic published	WGD Modular	banana	Banana is a Eurorack module that makes generating chords super easy	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/banana/	
MISSING, vendor absent - no schematic published	WGD Modular	bouillabaisse	A passive low pass gate with an optional 0hp front panel	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/bouillabaisse/	
MISSING, vendor absent - no schematic published	WGD Modular	bratwurst	A 6hp filter with a highpass, bandpass and lowpass output	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/bratwurst/	
MISSING, vendor absent - no schematic published	WGD Modular	cavatelli	A buffered multiple in only 8hp	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/cavatelli/	
MISSING, vendor absent - no schematic published	WGD Modular	cherry	Cherry is a Eurorack module that offers a unique twist on the classic VCO design	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/cherry/	
MISSING, vendor absent - no schematic published	WGD Modular	chia	Based on an xiao seeed	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/chia/	
MISSING, vendor absent - no schematic published	WGD Modular	cilantro	A simple triangle LFO in 1U with super slow cycle times	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/cilantro/	
MISSING, vendor absent - no schematic published	WGD Modular	cumin	A simple through hole LFO specifically made as a very beginner project	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/cumin/	
MISSING, vendor absent - no schematic published	WGD Modular	curry	A quad LFO with individual speed and shape control for each channel as well as bipolar led indication for each	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/curry/	
MISSING, vendor absent - no schematic published	WGD Modular	egg	A passive multiple with eight jacks fitted into 2hp	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/egg/	
MISSING, vendor absent - no schematic published	WGD Modular	farfalle	A simple switches multiple that also works passive without any power	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/farfalle/	
MISSING, vendor absent - no schematic published	WGD Modular	fir	A 3hp holiday special 3u adaption of	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/fir/	
MISSING, vendor absent - no schematic published	WGD Modular	focaccia	Focaccia is a compact utility module that combines a voltage-controlled slew limiter and a built-in VCA	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/focaccia/	
MISSING, vendor absent - no schematic published	WGD Modular	gelato	A smooth-sounding diode-ladder low-pass filter served in just 4 delicious HP	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/gelato/	
MISSING, vendor absent - no schematic published	WGD Modular	giardiniera	A dual 8-step quantized sequencer module for Eurorack that has been meticulously developed over the past few	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/giardiniera/	
MISSING, vendor absent - no schematic published	WGD Modular	honey	A nice simplifation of a famous filter fitted in only 4hp to fit very small racks	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/honey/	
MISSING, vendor absent - no schematic published	WGD Modular	ice cube	An expander channel for the jungle juice	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/ice-cube/	
MISSING, vendor absent - no schematic published	WGD Modular	jungle juice	A 7-channel mixer with pan, mute and a stereo send and return	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/jungle-juice/	
MISSING, vendor absent - no schematic published	WGD Modular	kaoya	A compact 4HP ducking module designed with techno in mind	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/kaoya/	
MISSING, vendor absent - no schematic published	WGD Modular	ketchup	A dual headphone output module that allows you to listen with someone else	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/ketchup/	
MISSING, vendor absent - no schematic published	WGD Modular	kibbeling	A small low pass gate with many different cutoff options configurable via jumpers on the back of the module	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/kibbeling/	
MISSING, vendor absent - no schematic published	WGD Modular	kimchi	An 8-step sequencer with two outputs and offset and range control	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/kimchi/	
MISSING, vendor absent - no schematic published	WGD Modular	kombucha	This compact 7-channel mixer is designed for seamless audio and CV mixing in your Eurorack setup	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/kombucha/	
MISSING, vendor absent - no schematic published	WGD Modular	krustenbraten mit senf und krautsalat	This module shouldn't need much explanation	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/krustenbraten-mit-senf-und-krautsalat/	
MISSING, vendor absent - no schematic published	WGD Modular	labskaus	A 4-dimesional joystick module with bipolar outputs ranging from -5V to +5V	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/labskaus/	
MISSING, vendor absent - no schematic published	WGD Modular	lemon	A compact 6HP dual VCA module designed for versatility and dynamic sound shaping in your Eurorack system	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/lemon/	
MISSING, vendor absent - no schematic published	WGD Modular	lollipop	A 6hp stereo delay with individual cv-controllable time control for each side	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/lollipop/	
MISSING, vendor absent - no schematic published	WGD Modular	löwenzahnhonig	A reverb based on the electro smith daisy seed platform	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/loewenzahnhonig/	
MISSING, vendor absent - no schematic published	WGD Modular	macarons	A simple arcade button that allows you to send a signal set by a potentiometer in the range from 0V to 10V	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/macarons/	
MISSING, vendor absent - no schematic published	WGD Modular	mayo	A passive headphone output - also available with a 0hp front panel	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/mayo/	
MISSING, vendor absent - no schematic published	WGD Modular	melanzane	A quad VCA with daisy-chained outputs allowing it to be also used as a mixer	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/melanzane/	
MISSING, vendor absent - no schematic published	WGD Modular	melon	A compact Eurorack module based on Hagiwo's MOD2 platform, designed to pack a surprising amount of function	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/melon/	
MISSING, vendor absent - no schematic published	WGD Modular	muffin	A 3-channel clickless mute with a mixed output	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/muffin/	
MISSING, vendor absent - no schematic published	WGD Modular	orzo	An offset/attenuater/inverter module in 1U	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/orzo/	
MISSING, vendor absent - no schematic published	WGD Modular	pannavision	A DSO138 Pro based scope for eurorack	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/pannavision/	
MISSING, vendor absent - no schematic published	WGD Modular	peach	PEACH , Dual Digital Unison VCO	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/peach/	
MISSING, vendor absent - no schematic published	WGD Modular	peppermint	Your go-to voltage-controlled slew limiter for precise envelope shaping in your modular setup	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/peppermint/	
MISSING, vendor absent - no schematic published	WGD Modular	pesto	Pesto is your bridge between guitar gear and the modular ecosystem	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/pesto/	
MISSING, vendor absent - no schematic published	WGD Modular	pho	A super compact and affordable 4HP quad mute module designed for maximum simplicity and hands-on control	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/pho/	
MISSING, vendor absent - no schematic published	WGD Modular	pici	A tiny 3HP utility controller built for hands-on control where space really matters	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/pici/	
MISSING, vendor absent - no schematic published	WGD Modular	poké bowl	A digital multi fx inspired by hagiwos 100fx module	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/poke-bowl/	
MISSING, vendor absent - no schematic published	WGD Modular	queso	A small 1U hi hat module with quite simple circuit	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/queso/	
MISSING, vendor absent - no schematic published	WGD Modular	ramen	A simple RJ45 eurorack case connector module	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/ramen/	
MISSING, vendor absent - no schematic published	WGD Modular	rigatoni	You can think of rigatoni as the successor of spaghetti	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/rigatoni/	
MISSING, vendor absent - no schematic published	WGD Modular	smoothie	To mix all your ingredients together in very few hp	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/smoothie-1/	
MISSING, vendor absent - no schematic published	WGD Modular	stv	STV is a 2HP DIY Eurorack power supply designed in collaboration with	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/stv/	
MISSING, vendor absent - no schematic published	WGD Modular	tepache	A 4x4 matrix mixer with attenuverting mixer knobs ready to mix all your modulation just as you want	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/tepache/	
MISSING, vendor absent - no schematic published	WGD Modular	tequila	A tube distortion/saturation based on the famous valve caster circuit	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/tequila/	
MISSING, vendor absent - no schematic published	WGD Modular	tofu	A super simple 4HP utility that combines a 1&times;6 passive multiple with a front-access Eurorack power ou	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/tofu/	
MISSING, vendor absent - no schematic published	WGD Modular	trifle	A compact CV utility developed in collaboration with Caos Modular	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/trifle/	
MISSING, vendor absent - no schematic published	WGD Modular	veggie griller	A stereo multimode filter with three attenuable cv inputs	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/veggie-griller/	
MISSING, vendor absent - no schematic published	WGD Modular	vla	A VU meter in 3hp suitable for audio as well as CV	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/vla/	
MISSING, vendor absent - no schematic published	WGD Modular	ziti	A super efficient passive multiple in just 4hp	Proprietary	No licence published		no schematic on any module page or BOM page (85 wgdmodular.de module pages + their BOM pages searched for schematic/pdf/gerber/kicad, 2026-09-26); peach says it uses HAGIWO's open schematics		https://wgdmodular.de/module/ziti/	
MISSING, vendor absent - no schematic published	Zlob Modular	Attenumixer	Passive three-channel attenuator and mixer	Proprietary	No licence published		no schematic in the build docs or BOM PDFs (53 PDFs from 25 product pages; build docs are step-by-step photo guides, pages rendered and checked, 2026-09-26)			https://zlobmodular.com/product/attenumixer/
MISSING, vendor absent - no schematic published	Zlob Modular	Diode Chaos	Chaotic voltage generator	Proprietary	No licence published		no schematic in the build docs or BOM PDFs (53 PDFs from 25 product pages; build docs are step-by-step photo guides, pages rendered and checked, 2026-09-26)		https://zlobmodular.com/product/diode-chaos/	https://modularaddict.com/diode-chaos-zlob-modular
MISSING, vendor absent - no schematic published	Zlob Modular	Dual VCA	Dual OTA (LM13700) VCA and mixer	Proprietary	No licence published		no schematic in the build docs or BOM PDFs (53 PDFs from 25 product pages; build docs are step-by-step photo guides, pages rendered and checked, 2026-09-26)			https://zlobmodular.com/product/dual-vca/
MISSING, vendor absent - no schematic published	Zlob Modular	Dual VCO	Dual analog VCO	Proprietary	No licence published		no schematic in the build docs or BOM PDFs (53 PDFs from 25 product pages; build docs are step-by-step photo guides, pages rendered and checked, 2026-09-26)			https://zlobmodular.com/product/dual-vco/
MISSING, vendor absent - no schematic published	Zlob Modular	Entropy	Random voltage and noise with sample/track and hold	Proprietary	No licence published		no schematic in the build docs or BOM PDFs (53 PDFs from 25 product pages; build docs are step-by-step photo guides, pages rendered and checked, 2026-09-26)		https://zlobmodular.com/product/entropy/	https://modularaddict.com/entropy-s-h-t-zlob-modular
MISSING, vendor absent - no schematic published	Zlob Modular	Entropy Expander	Expander for Entropy adding slew, comparator gates and switching	Proprietary	No licence published		no schematic in the build docs or BOM PDFs (53 PDFs from 25 product pages; build docs are step-by-step photo guides, pages rendered and checked, 2026-09-26)			https://zlobmodular.com/product/entropy-expander/
MISSING, vendor absent - no schematic published	Zlob Modular	Foldiplier	Wavefolder with voltage-controlled feedback	Proprietary	No licence published		no schematic in the build docs or BOM PDFs (53 PDFs from 25 product pages; build docs are step-by-step photo guides, pages rendered and checked, 2026-09-26)			https://zlobmodular.com/product/foldiplier/
MISSING, vendor absent - no schematic published	Zlob Modular	MINEQ	3-band EQ with clipping feedback	Proprietary	No licence published		no schematic in the build docs or BOM PDFs (53 PDFs from 25 product pages; build docs are step-by-step photo guides, pages rendered and checked, 2026-09-26)			https://zlobmodular.com/product/min-eq/
MISSING, vendor absent - no schematic published	Zlob Modular	MiniAtt	Dual attenuator, offset generator and mixer	Proprietary	No licence published		no schematic in the build docs or BOM PDFs (53 PDFs from 25 product pages; build docs are step-by-step photo guides, pages rendered and checked, 2026-09-26)			https://zlobmodular.com/product/mini-att/
MISSING, vendor absent - no schematic published	Zlob Modular	Push VCA	Dual pushbutton mute and unity-gain VCA	Proprietary	No licence published		no schematic in the build docs or BOM PDFs (53 PDFs from 25 product pages; build docs are step-by-step photo guides, pages rendered and checked, 2026-09-26)			https://zlobmodular.com/product/push-vca/
MISSING, vendor absent - no schematic published	Zlob Modular	SVF	12 dB state-variable filter	Proprietary	No licence published		no schematic in the build docs or BOM PDFs (53 PDFs from 25 product pages; build docs are step-by-step photo guides, pages rendered and checked, 2026-09-26)			https://zlobmodular.com/product/svf/
MISSING, vendor absent - no schematic published	Zlob Modular	Skew Fade	Analog LFO with skew and waveform crossfade	Proprietary	No licence published		no schematic in the build docs or BOM PDFs (53 PDFs from 25 product pages; build docs are step-by-step photo guides, pages rendered and checked, 2026-09-26)			https://zlobmodular.com/product/skew-fade/
MISSING, vendor absent - no schematic published	Zlob Modular	Trepanator	Self-contained experimental feedback voice	Proprietary	No licence published		no schematic in the build docs or BOM PDFs (53 PDFs from 25 product pages; build docs are step-by-step photo guides, pages rendered and checked, 2026-09-26)			https://zlobmodular.com/product/trepanator/
MISSING, vendor absent - no schematic published	Zlob Modular	Triple Cap Chaos	Analog audio-rate chaos oscillator and pseudo ring modulator	Proprietary	No licence published		no schematic in the build docs or BOM PDFs (53 PDFs from 25 product pages; build docs are step-by-step photo guides, pages rendered and checked, 2026-09-26)			https://zlobmodular.com/product/triplecapchaos/
MISSING, vendor absent - no schematic published	Zlob Modular	VC F3DB	Six-band voltage-controlled fixed filter bank	Proprietary	No licence published		no schematic in the build docs or BOM PDFs (53 PDFs from 25 product pages; build docs are step-by-step photo guides, pages rendered and checked, 2026-09-26)			https://zlobmodular.com/product/vc-f3db/
MISSING, vendor absent - no schematic published	Zlob Modular	VnIcursal VCA	Six-channel VCA and mixer	Proprietary	No licence published		no schematic in the build docs or BOM PDFs (53 PDFs from 25 product pages; build docs are step-by-step photo guides, pages rendered and checked, 2026-09-26)		https://zlobmodular.com/product/vnicursal-vca/	https://modularaddict.com/vnicursal-vca-full-diy-kit-zlob-modular
NEW REPO, hardware - found while checking: terrabite3/Affine has Affine_schematic.pdf + gerbers; not in the star list; add?	terrabite3	Affine	CV scaler, inverter and offset	Proprietary	No open licence published, treat as all rights reserved			https://github.com/terrabite3/Affine		https://www.tindie.com/products/terrabite3/affine-scaleinvertoffset-4hp-eurorack-kit/
NEW REPO, no hardware - build docs only (BOM, build guide, manual); closed hardware, OUT unless a schematic turns up	CubuSynth	ADSR	Envelope	Proprietary	No open licence published, treat as all rights reserved			https://github.com/CubuSynth/ADSR-documentary	https://github.com/CubuSynth/ADSR-documentary/blob/main/CubuSynth_ADSR_build_guide_V2-1.pdf	https://cubusynth.com/collections/eurorack-diy-kits
NEW REPO, no hardware - firmware only	David Haillant	UC Clock Divider	Arduino based eight output clock divider	Proprietary	GPL-3.0 covers the firmware, no hardware licence			https://github.com/dhaillant/uc_divider	https://www.davidhaillant.com/uc-clock-divider/	https://www.tindie.com/products/dhaillant/uc-clock-divider/
NEW REPO, unreachable - private or deleted	Greenface Labs	EyeBall	Optical gesture controller	Proprietary	Design files published with no licence	https://github.com/shannon-greenlight/EyeBall		https://github.com/shannon-greenlight/EyeBall	https://www.greenfacelabs.com/eyeball/	https://www.greenfacelabs.com/eyeball/
HAVE - commercial table	AI Synthesis	AI001 Multiple	Passive multiple	Proprietary	No licence published	https://aisynthesis.com/wp-content/uploads/2016/05/Screen-Shot-2016-05-28-at-6.58.51-PM.png			https://aisynthesis.com/ai001-multiple-build-guide/	https://aisynthesis.com/product/multiple-eurorack-synthesizer-module/
